YPH,Tmin,Tmax,RH830,RH1430,RF,Rday,S,Sday,W,ETo,clud
237,11.3,27.8,90,65,36,1,7.39,28,1.36,109.4107717,0.717311874
215,11.7,29.8,88,72,5,2,7.14,31,1.37,109.8609966,0.679921209
244,13.8,31.2,86,66,51,9,5.27,30,1.36,121.9185523,0.689729218
299,14.2,29.4,90,80,119,2,4,28,1.38,106.2202761,0.77653179
345,12.1,28.8,89,79,47,27,1.46,10,1.36,91.92981987,0.691911804
280,14.3,25.7,94,88,837,30,1.02,10,1.39,71.05509093,1.358628652
196,18.2,23.9,94,89,813,24,1.26,10,1.38,69.36706664,3.849841518
154,18.4,23.9,94,90,520,18,2.11,16,1.38,76.3381258,3.927955998
153,18.1,25.4,95,88,304,16,3.3,22,1.4,83.29222506,3.139313598
218,17.4,26.1,92,88,388,17,3,19,1.38,83.67499912,2.570147513
219,17.4,26,90,86,314,4,3.91,25,1.35,82.28641863,2.750297298
189,14.1,26.8,90,80,35,4,7.13,31,1.36,101.7630472,1.291161974
210,10.3,28.1,88,61,0,0,7.25,31,1.34,110.6117278,0.700640169
196,10.3,28.6,86,59,141,4,7.06,28,1.32,107.40166,0.689261356
210,11.8,30,84,61,70,4,7.23,31,1.32,131.4255435,0.689311093
288,16.1,28.5,91,79,150,9,4.96,30,1.39,106.4416879,1.323301841
291,16.8,28.7,87,79,61,6,4.29,30,1.34,107.8781033,1.373775815
229,17.8,24.4,94,88,784,26,1.27,11,1.38,69.57061199,3.53294406
147,17.9,23.7,95,91,700,29,0.83,8,1.38,66.11541512,3.852827758
106,18,24.4,95,91,826,27,0.75,7,1.39,67.46108153,3.568235071
138,17,25.1,93,86,441,18,0.6,15,1.38,66.22044376,2.794597076
203,16.4,27.6,91,85,344,16,4.31,28,1.38,96.88348076,1.588787675
206,14.6,27.3,89,78,149,11,5.2,26,1.35,94.43249815,1.230138794
181,11.8,27.8,88,74,11,1,5.52,29,1.34,98.22002373,0.771523114
173,8.6,28,90,62,1,0,7.59,31,1.36,111.6938684,0.671456334
134,10.5,29.8,86,56,23,2,7.59,29,1.33,112.7829432,0.672421271
137,13.8,29.8,88,60,27,1,6.49,31,1.36,124.0609108,0.759066625
170,16.9,28.1,91,81,170,9,5.23,28,1.38,107.6493509,1.578085133
261,18,26.8,91,82,167,7,4.14,29,1.37,99.60508777,2.468509425
261,17.5,24.4,93,88,526,22,1.39,15,1.37,70.91227842,3.300658223
179,17.8,23.7,95,86,569,21,1.48,17,1.38,70.8340545,3.750742708
166,17.4,23.1,95,88,665,28,1.59,16,1.38,71.1725641,3.838230919
138,17.1,24.3,92,84,294,14,3.12,20,1.35,81.65980331,3.199348431
248,16.3,26.2,91,81,299,13,4.25,27,1.36,93.29958734,2.048344352
223,13.3,26.5,89,75,103,5,6.44,28,1.34,99.05390786,1.091477571
199,11.6,27.6,85,67,3,0,6.13,31,1.3,100.8225621,0.76847773
178,9.3,28.3,87,59,0,0,7.43,31,1.33,112.1210293,0.674673227
135,11.6,28.5,87,73,13,3,6.55,26,1.34,103.2182613,0.721815125
175,14.1,28.7,87,71,97,6,5.46,30,1.34,113.5790269,0.8771221
259,17.2,28.6,88,76,146,7,5.1,30,1.35,109.1109184,1.496530869
271,18.4,27.3,86,81,57,7,3.12,24,1.32,97.45852664,2.385706335
211,17.9,22.1,92,88,1448,27,0.25,5,1.33,61.89453435,4.41316455
97,17.9,21.2,91,90,1179,30,0.5,1,1.31,63.65383948,4.66719703
121,16.1,23.1,92,83,825,24,0.46,10,1.34,65.92943429,3.235051249
216,15.8,23.8,91,88,540,20,2.45,16,1.34,77.45227734,2.788841477
210,15,25,85,80,231,16,4.19,27,1.28,92.87755475,1.970831966
263,14,25.8,86,83,136,10,5.2,28,1.3,91.59787466,1.41580935
197,11,26,84,76,5,1,6.2,29,1.28,97.02602639,0.83477957
174,10,28,83,75,12,3,7.1,31,1.29,109.7170101,0.684788859
155,10.4,29,83,74,2,1,7.25,28,1.3,110.1203414,0.674521589
163,12,30,83,73,32,6,6.5,31,1.31,127.1282203,0.677483482
198,15.2,29,85,76,111,11,5.1,30,1.32,112.3614538,0.894534878
299,16.5,27.5,86,78,173,15,4.15,28,1.32,104.2554821,1.488574283
254,17,25,88,83,595,26,2.3,21,1.32,81.19813296,2.73779671
195,17,23,89,83,1093,28,0.4,12,1.3,67.09255122,3.692579323
208,17.3,23,93,89,1001,29,1.5,13,1.35,71.61775205,3.831857343
195,16.7,24,93,85,452,23,2.5,25,1.36,76.34910518,3.139313598
201,16.7,26,92,83,309,24,2.5,26,1.37,80.26049985,2.128003898
162,15.1,26,90,77,30,11,3.5,28,1.35,80.70961299,1.488948601
172,13.7,26,90,76,57,9,4.2,29,1.35,84.04516863,1.09436825
176,10.3,27.3,90,63,0,0,6.45,31,1.35,102.9636536,0.67799976
151,10.9,28,88,50,1,0,7.22,28,1.33,105.4519688,0.676617455
180,13.1,28.6,87,62,87,6,6.25,30,1.33,119.2021436,0.717604998
293,15.8,27.6,89,80,419,15,4.14,30,1.35,99.64156408,1.216298758
311,17.4,27.4,89,78,136,9,3.35,26,1.35,96.15980457,1.826896638
226,17.9,24.9,92,84,909,23,1.57,17,1.36,73.77143602,3.236342702
121,17,23.7,93,84,482,19,1.35,14,1.36,71.49707862,3.381083531
122,16.9,24.6,93,84,375,20,1.3,16,1.37,72.82915206,2.89281352
156,16.7,26.2,91,85,338,19,0.57,24,1.36,69.81886679,2.039057123
158,16.3,26.1,89,78,202,13,4.37,27,1.34,94.83901597,1.909890239
176,15.9,25.8,90,78,251,15,3.1,22,1.34,77.09770924,1.868066465
158,14.7,26.9,88,77,90,6,4.45,28,1.33,87.20196589,1.117088404
