YPH,Tmin,Tmax,RH830,RH1430,RF,Rday,S,Sday,W,S830,S1430,Sm,ETo,clud,Kc,erf,Tphoto,Tnicto
800.38,15.76666667,24.16666667,93.06666667,82.1,1575.9,61,4.268478283,28,2.26161375,15.26578889,15.33840741,0.758256481,85.54959319,2.611553763,98.38203217,1260.72,22.06666667,17.86666667
876.39,15.13333333,25.13333333,90.1,73.43333333,436,40,8.14730633,71,1.91697,11.85001481,11.95597222,0.867735463,86.0597341,2.077103814,98.96869422,348.8,22.63333333,17.63333333
861.22,11.6,26.26666667,84.53333333,65.46666667,26.4,3,9.553683587,86,1.68819,12.75692593,12.84137963,0.79219963,96.28816138,1.049329722,110.7313856,21.12,22.6,15.26666667
836.27,15.06666667,29.36666667,86.16666667,72,605.9,17,7.548092391,65,1.8879825,12.1813,12.26565741,0.763193796,130.0119293,1.071749813,149.5137187,484.72,25.79166667,18.64166667
699.55,15.56666667,22.5,92.83333333,82.03333333,1670.2,58,3.956791657,25,2.27613,11.89628148,11.99462037,0.831065833,73.6545364,3.426643829,84.70271686,1336.16,20.76666667,17.3
764.66,14.7,24.16666667,88.33333333,82.93333333,813,36,6.870907341,57,2.074815,10.77305556,10.89742593,0.891598426,89.30162571,2.42994096,102.6968696,650.4,21.8,17.06666667
849.66,9.566666667,27.73333333,86.06666667,64.06666667,3.2,2,9.635495319,89,1.68540375,11.30625926,11.40406481,0.812425556,103.7924529,0.7318822,119.3613209,2.56,23.19166667,14.10833333
701.48,14.4,29.43333333,86.93333333,69.13333333,163.4,19,9.057469189,84,1.78145625,11.22781852,11.30387963,0.755303148,128.8853099,1.002844188,148.2181064,130.72,25.675,18.15833333
599.16,16.03333333,23.66666667,91.96666667,84.36666667,1147,54,5.729724064,44,2.19434625,13.45385926,13.55252778,0.821531111,80.08769599,3.162943153,92.10085038,917.6,21.75833333,17.94166667
688.58,15.06666667,25.6,91.16666667,76.33333333,692.2,28,7.273139696,62,2.0095875,12.13083704,12.24411111,0.881246019,92.61026136,2.011409448,106.5018006,553.76,22.96666667,17.7
733.37,9.466666667,27.23333333,87.2,74.43333333,1.4,1,9.644622954,88,1.81450875,11.76972963,11.86750926,0.82602213,109.7544373,0.714162948,126.2176029,1.12,22.79166667,13.90833333
740.3,15.23333333,28.93333333,89.73333333,73.2,213.76,21,8.884364927,81,1.86811125,11.43425185,11.53166667,0.813709259,121.4574465,1.288079395,139.6760635,171.008,25.50833333,18.65833333
748.67,15.6,23.73333333,93.33333333,85.23333333,1337.7,57,5.082368572,37,2.25526875,13.18406667,13.28932407,0.852628148,93.51070162,2.782459224,107.5373069,1070.16,21.7,17.63333333
764.64,15.16666667,24.56666667,89.23333333,78,585,34,7.642741036,65,1.9865925,12.26711852,12.38295741,0.88756337,84.56701344,2.301449997,97.25206546,468,22.21666667,17.51666667
